No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
364,"Sulfamethoxazole, 1.6",5400000000,9.73239376,723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,,https://doi.org/10.1007/s11356-017-0461-9,benzene,Aromatic & PAHs,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
365,"Sulfamethoxazole, 1.6",34000000000,10.53147892,723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,7,,https://doi.org/10.1021/acs.est.9b00749,benzene,Aromatic & PAHs,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
366,"Sulfamethoxazole, 1.6",36400000000,10.56110138,723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,7,,https://doi.org/10.1021/acs.est.9b02462,benzene,Aromatic & PAHs,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
367,"Sulfathiazole, 2.2",37800000000,10.5774918,72-14-0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",JNMRHUJNCSQMMB-UHFFFAOYSA-N
368,Sulfapyridine,8790000000,9.943988875,144-83-2,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,5,,https://doi.org/10.1021/acs.iecr.9b06228,cyclo,Aromatic & PAHs,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",GECHUMIMRBOMGK-UHFFFAOYSA-N
369,2-Phenylbenzimidazole-5-sulfonic acid,15000000000,10.17609126,158099-19-5,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,7,,https://doi.org/10.1016/j.cej.2021.132684,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C13H10N2O3S/c16-19(17,18)10-6-7-11-12(8-10)15-13(14-11)9-4-2-1-3-5-9/h1-8H,(H,14,15)(H,16,17,18)",UVCJGUGAGLDPAA-UHFFFAOYSA-N
370,"Oxytetracycline, 3.1, 7.4",23600000000,10.372912,79-57-2,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31)",OWFJMIVZYSDULZ-UHFFFAOYSA-N
371,"Tetracycline, 3.32, 7.78",19800000000,10.29666519,60-54-8,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25-26,29,31-32H,7H2,1-3H3,(H2,23,30)",NWXMGUDVXFXRIG-UHFFFAOYSA-N
372,"Trimethoprim, 3.2",19000000000,10.2787536,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,https://doi.org/10.1016/j.watres.2016.08.011,diol,Polyfunctional / highly functionalized,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
373,"Trimethoprim, 3.2",21100000000,10.32428246,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
374,"Trimethoprim, 3.2",16900000000,10.2278867,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
375,"Trimethoprim, diion",6520000000,9.814247596,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,https://doi.org/10.3390/w13121656,diol,Polyfunctional / highly functionalized,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
376,"Trimethoprim, monoion",3090000000,9.489958479,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,https://doi.org/10.3390/w13121656,diol,Polyfunctional / highly functionalized,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
377,"Trimethoprim, neutral",7760000000,9.889861721,738-70-5,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,https://doi.org/10.3390/w13121656,diol,Polyfunctional / highly functionalized,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
378,Acetaminophen (paracetamol),37100000000,10.56937391,103-90-2,CC(=O)Nc1ccc(O)cc1,5.5,,https://doi.org/10.15625/2525-2321.2017-00532,benzene,Aromatic & PAHs,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
379,Acetaminophen (paracetamol),13300000000,10.12385164,103-90-2,CC(=O)Nc1ccc(O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,benzene,Aromatic & PAHs,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
380,Acetaminophen (paracetamol),12400000000,10.09342169,103-90-2,CC(=O)Nc1ccc(O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,benzene,Aromatic & PAHs,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
381,Acetaminophen (paracetamol),10800000000,10.03342376,103-90-2,CC(=O)Nc1ccc(O)cc1,7,,https://doi.org/10.1016/j.cej.2019.122339,benzene,Aromatic & PAHs,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
382,Acetaminophen (paracetamol),2610000000,9.416640507,103-90-2,CC(=O)Nc1ccc(O)cc1,,,https://doi.org/10.1016/j.watres.2021.116938,benzene,Aromatic & PAHs,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
383,Aspirin,6800000000,9.832508913,50-78-2,CC(=O)Oc1ccccc1C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N
384,"Mesalazine, 2.7",22300000000,10.34830486,89-57-6,Nc1ccc(O)c(C(=O)O)c1,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",KBOPZPXVLCULAV-UHFFFAOYSA-N
385,Ibuprofen,27700000000,10.44247977,15687-27-1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",HEFNNWSXXWATRW-UHFFFAOYSA-N
386,Ibuprofen,13000000000,10.11394335,15687-27-1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,3.9,,https://doi.org/10.1021/acs.est.9b01212,cyclo,Aromatic & PAHs,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",HEFNNWSXXWATRW-UHFFFAOYSA-N
387,Naproxen,20100000000,10.30319606,22204-53-1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)",CMWTZPSULFXXJA-UHFFFAOYSA-N
388,Naproxen,27000000000,10.43136376,22204-53-1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.9,,https://doi.org/10.1021/acs.est.9b01212,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)",CMWTZPSULFXXJA-UHFFFAOYSA-N
389,Naproxen,4900000000,9.69019608,22204-53-1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)",CMWTZPSULFXXJA-UHFFFAOYSA-N
390,Diclofenac,37700000000,10.57634135,15307-86-5,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,7,,https://doi.org/10.1021/acs.est.9b02462,benzene,Aromatic & PAHs,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",DCOPUUMXTXDBNB-UHFFFAOYSA-N
391,Atenolol,1120000000,9.049218023,29122-68-7,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,5.8,,https://doi.org/10.1021/acs.est.9b03062,alcohol,Oxygenated organics,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N
392,Atenolol,22900000000,10.35983548,29122-68-7,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C14H22N2O3/c1-10(2)16-8-12(17)9-19-13-5-3-11(4-6-13)7-14(15)18/h3-6,10,12,16-17H,7-9H2,1-2H3,(H2,15,18)",METKIMKYRPQLGS-UHFFFAOYSA-N
393,Metoprolol,17100000000,10.23299611,959786-79-9,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C15H25NO3/c1-12(2)16-10-14(17)11-19-15-6-4-13(5-7-15)8-9-18-3/h4-7,12,14,16-17H,8-11H2,1-3H3",IUBSYMUCCVWXPE-UHFFFAOYSA-N
394,Cimetidine,4300000000,9.633468456,51481-61-9,CN=C(NC#N)NCCSCc1nc[nH]c1C,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H16N6S/c1-8-9(16-7-15-8)5-17-4-3-13-10(12-2)14-6-11/h7H,3-5H2,1-2H3,(H,15,16)(H2,12,13,14)",AQIXAKUUQRKLND-UHFFFAOYSA-N
395,"Famotidine, 1.8",17200000000,10.23552845,76824-35-6,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C8H15N7O2S3/c9-6(15-20(12,16)17)1-2-18-3-5-4-19-8(13-5)14-7(10)11/h4H,1-3H2,(H2,9,15)(H2,12,16,17)(H4,10,11,13,14)",XUFQPHANEAPEMJ-UHFFFAOYSA-N
396,Carbamazepine,56000000000,10.74818803,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,7,,https://doi.org/10.1016/j.watres.2016.04.015,benzene,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
397,Carbamazepine,3700000000,9.568201724,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,,,https://doi.org/10.1039/C6EW00242K,benzene,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
398,Carbamazepine,37000000000,10.56820172,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,7,,https://doi.org/10.1021/acs.est.9b00749,benzene,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
399,Carbamazepine,33000000000,10.51851394,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,7,,https://doi.org/10.1021/acs.est.9b02462,benzene,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
400,Carbamazepine,1840000000,9.264817823,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,,,https://doi.org/10.1016/j.chemosphere.2021.130499,benzene,Aromatic & PAHs,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",FFGPTBGBLSHEPO-UHFFFAOYSA-N
401,Clofbric acid,97600000000,10.98944982,882-09-7,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,7,,https://doi.org/10.1016/j.cej.2017.08.117,alkane,Aliphatic hydrocarbons,"InChI=1S/C10H11ClO3/c1-10(2,9(12)13)14-8-5-3-7(11)4-6-8/h3-6H,1-2H3,(H,12,13)",TXCGAZHTZHNUAI-UHFFFAOYSA-N
402,Clofbric acid,5500000000,9.740362689,882-09-7,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,alkane,Aliphatic hydrocarbons,"InChI=1S/C10H11ClO3/c1-10(2,9(12)13)14-8-5-3-7(11)4-6-8/h3-6H,1-2H3,(H,12,13)",TXCGAZHTZHNUAI-UHFFFAOYSA-N
403,Bezafbrate,500000000,8.698970004,41859-67-0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,,,https://doi.org/10.1007/s11356-017-0461-9,benzene,Aromatic & PAHs,"InChI=1S/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)",IIBYAHWJQTYFKB-UHFFFAOYSA-N
404,Bezafbrate,10400000000,10.01703334,41859-67-0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,benzene,Aromatic & PAHs,"InChI=1S/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)",IIBYAHWJQTYFKB-UHFFFAOYSA-N
405,Gemfbrozil,21400000000,10.33041377,25812-30-0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N
406,Gemfbrozil,1200000000,9.079181246,25812-30-0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,,,https://doi.org/10.1016/j.watres.2021.117445,cyclo,Aromatic & PAHs,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N
407,Gemfbrozil,14000000000,10.14612804,25812-30-0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,7,,https://doi.org/10.1016/j.watres.2021.117944,cyclo,Aromatic & PAHs,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N
408,Primidone,6200000000,9.792391689,125-33-7,CCC1(c2ccccc2)C(=O)NCNC1=O,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",DQMZLTXERSFNPB-UHFFFAOYSA-N
409,Primidone,31900000000,10.50379068,125-33-7,CCC1(c2ccccc2)C(=O)NCNC1=O,5,,https://doi.org/10.1016/j.watres.2019.115463,cyclo,Aromatic & PAHs,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",DQMZLTXERSFNPB-UHFFFAOYSA-N
410,Iopromide,27500000000,10.43933269,73334-07-3,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C18H24I3N3O8/c1-24(4-9(28)6-26)18(31)12-13(19)11(17(30)22-3-8(27)5-25)14(20)16(15(12)21)23-10(29)7-32-2/h8-9,25-28H,3-7H2,1-2H3,(H,22,30)(H,23,29)",DGAIEPBNLOQYER-UHFFFAOYSA-N
411,Iohexol,1180000000000.0,12.07188201,66108-95-0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,,,https://doi.org/10.1016/j.cej.2019.02.120,diol,Polyfunctional / highly functionalized,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N
412,Microcystein-LR,22500000000,10.35218252,101043-37-2,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,3.9,,. https://d oi. org/ 10. 1016/j. watres. 2019. 05. 030,diol,Polyfunctional / highly functionalized,"InChI=1S/C49H74N10O12/c1-26(2)23-37-46(66)58-40(48(69)70)30(6)42(62)55-35(17-14-22-52-49(50)51)45(65)54-34(19-18-27(3)24-28(4)38(71-10)25-33-15-12-11-13-16-33)29(5)41(61)56-36(47(67)68)20-21-39(60)59(9)32(8)44(64)53-31(7)43(63)57-37/h11-13,15-16,18-19,24,26,28-31,34-38,40H,8,14,17,20-23,25H2,1-7,9-10H3,(H,53,64)(H,54,65)(H,55,62)(H,56,61)(H,57,63)(H,58,66)(H,67,68)(H,69,70)(H4,50,51,52)",ZYZCGGRZINLQBL-UHFFFAOYSA-N
413,Estrone (E1),20600000000,10.31386722,53-16-7,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3",DNXHEGUUPJUMQT-UHFFFAOYSA-N
414,Estradiol (E2),16000000000,10.20411998,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,,,https://doi.org/10.1039/C6EW00242K,alcohol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
415,Estradiol (E2),8000000000,9.903089987,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,7,,https://doi.org/10.1021/acs.est.9b00749,alcohol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
416,Estradiol (E2),20100000000,10.30319606,50-28-2,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N
417,Ethinyl estradiol (EE2),2100000000,9.322219295,57-63-6,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,7,,https://doi.org/10.1021/acs.est.9b00749,cyclo,Aromatic & PAHs,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3",BFPYWIDHMRZLRN-UHFFFAOYSA-N
418,Ethinyl estradiol (EE2),25600000000,10.40823997,57-63-6,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,7,,https://doi.org/10.1021/acs.est.9b02462,cyclo,Aromatic & PAHs,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3",BFPYWIDHMRZLRN-UHFFFAOYSA-N
419,Methylparaben,15200000000,10.18184359,99-76-3,COC(=O)c1ccc(O)cc1,7,,https://doi.org/10.1021/acs.est.9b02462,alcohol,Oxygenated organics,"InChI=1S/C8H8O3/c1-11-8(10)6-2-4-7(9)5-3-6/h2-5,9H,1H3",LXCFILQKKLGQFO-UHFFFAOYSA-N
420,Sucralose,11100000000,10.04532298,56038-13-2,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,7,,https://doi.org/10.1021/acs.est.9b02462,diol,Polyfunctional / highly functionalized,"InChI=1S/C12H19Cl3O8/c13-1-4-7(17)10(20)12(3-14,22-4)23-11-9(19)8(18)6(15)5(2-16)21-11/h4-11,16-20H,1-3H2",BAQAVOSOZGMPRM-UHFFFAOYSA-N
421,Humic acid,30000000000,10.47712125,,OC1=CC=C(C=C1)C(=O)O.C1=CC(OC)=C(C=C1)C(=O)O.C1=CC(=O)C2=C(C1)C=CC(=C2O)C(=O)O,4,,https://doi.org/10.1111/j.1751-1097.2007.00087.x,diol,Polyfunctional / highly functionalized,"InChI=1S/C11H8O4.C8H8O3.C7H6O3/c12-8-3-1-2-6-4-5-7(11(14)15)10(13)9(6)8;1-11-7-5-3-2-4-6(7)8(9)10;8-6-3-1-5(2-4-6)7(9)10/h1,3-5,13H,2H2,(H,14,15);2-5H,1H3,(H,9,10);1-4,8H,(H,9,10)",YHSGTFNOEFQHSP-UHFFFAOYSA-N
