No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
1523,nortriptyline,4.477843875,72-69-5,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",PHVGLTMQBUFIQQ-UHFFFAOYSA-N
1524,nortriptyline,3.44,72-69-5,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,"InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3",PHVGLTMQBUFIQQ-UHFFFAOYSA-N
1525,o-Hydroxyaniline,7.255272505,27598-85-2,C1=CC=C(C(=C1)N)O,7,,10.1021/acs.iecr.9b00337,halogenated,Halogenated organics,"InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2",CDAWCLOXVUBKRW-UHFFFAOYSA-N
1526,o-Nitroaniline,-0.5385,88-74-4,C1=CC=C(C(=C1)N)[N+](=O)[O-],,,10.1016/j.chemosphere.2014.05.068,halogenated,Halogenated organics,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2",DPJCXCZTLWNFOH-UHFFFAOYSA-N
1527,o-Xylene,1.954242509,95-47-6,CC1=CC=CC=C1C,,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N
1528,o-Xylene,1.954242509,95-47-6,CC1=CC=CC=C1C,1.7-5,,https://doi.org/10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N
1529,o-cresol,5.88,68400-73-7,Cc1ccccc1O,,,https://doi.org/10.1016/j.jece.2024.112473,benzene,Aromatic & PAHs,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",QWVGKYWNOKOFNN-UHFFFAOYSA-N
1530,o-phenylphenol,2.61203074,90-43-7,C1=CC=C(C=C1)C2=CC=CC=C2O,2,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs,"InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H",LLEMOWNGBBNAJR-UHFFFAOYSA-N
1531,o-xylene,1.954242509,95-47-6,CC1=CC=CC=C1C,3.4,,10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N
1532,o-xylene,1.954242509,95-47-6,CC1=CC=CC=C1C,,,10.1016/0043-1354(83)90098-2,cyclo,Aromatic & PAHs,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N
1533,octinoxate,4.720159303,5466-77-3,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC,,,10.1016/j.jhazmat.2017.05.016,diol,Polyfunctional / highly functionalized,"InChI=1S/C18H26O3/c1-4-6-7-15(5-2)14-21-18(19)13-10-16-8-11-17(20-3)12-9-16/h8-13,15H,4-7,14H2,1-3H3/b13-10+",YBGZDTIWKVFICR-JLHYYAGUSA-N
1534,octocrylene,2.198657087,6197-30-4,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N,,,10.1016/j.jhazmat.2017.05.016,alcohol,Oxygenated organics,"InChI=1S/C24H27NO2/c1-3-5-12-19(4-2)18-27-24(26)22(17-25)23(20-13-8-6-9-14-20)21-15-10-7-11-16-21/h6-11,13-16,19H,3-5,12,18H2,1-2H3",FMJSMJQBSVNSBF-UHFFFAOYSA-N
1535,octylphenol,4.636487896,27193-28-8,CCCCCCCCC1=CC=CC=C1O,,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs,"InChI=1S/C14H22O/c1-2-3-4-5-6-7-10-13-11-8-9-12-14(13)15/h8-9,11-12,15H,2-7,10H2,1H3",DUIOKRXOKLLURE-UHFFFAOYSA-N
1536,ofloxacin,6.300514998,82419-36-1,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,7,,10.1016/j.jhazmat.2017.08.067,alcohol,Oxygenated organics,"InChI=1S/C18H20FN3O4/c1-10-9-26-17-14-11(16(23)12(18(24)25)8-22(10)14)7-13(19)15(17)21-5-3-20(2)4-6-21/h7-8,10H,3-6,9H2,1-2H3,(H,24,25)",GSDSWSVVBLHKDQ-UHFFFAOYSA-N
1537,oseltamivir acid,5.230448921,187227-45-8,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C14H24N2O4/c1-4-10(5-2)20-12-7-9(14(18)19)6-11(15)13(12)16-8(3)17/h7,10-13H,4-6,15H2,1-3H3,(H,16,17)(H,18,19)/t11-,12+,13+/m0/s1",NENPYTRHICXVCS-YNEHKIRRSA-N
1538,oxalic acid,-1.397940009,144-62-7,C(=O)(C(=O)O)O,,,10.1016/j.cej.2018.10.191,halogenated,Halogenated organics,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)",MUBZPKHOEPUJKR-UHFFFAOYSA-N
1539,oxazole,3.875061263,233-70-5,C1=COC=N1,7,,https://doi.org/10.1021/acs.est.5c01323,alcohol,Oxygenated organics,InChI=1S/C3H3NO/c1-2-5-3-4-1/h1-3H,ZCQWOFVYLHDMMC-UHFFFAOYSA-N
1540,oxazole-4-carboxamide,3.322219295,23012-15-9,C1=C(N=CO1)C(=O)N,7,,https://doi.org/10.1021/acs.est.5c01323,halogenated,Halogenated organics,"InChI=1S/C4H4N2O2/c5-4(7)3-1-8-2-6-3/h1-2H,(H2,5,7)",VAELWSLNTRVXQS-UHFFFAOYSA-N
1541,oxytetracycline hydrochloride,6.839232727,2058-46-0,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,7,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized,"InChI=1S/C22H24N2O9.ClH/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29;/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31);1H/t12-,13-,14+,17+,21-,22+;/m1./s1",SVDOODSCHVSYEK-IFLJXUKPSA-N
1542,oxytetracycline hydrochloride,2.738780558,2058-46-0,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,,,doi.org/10.1016/j.watres.2012.06.006,diol,Polyfunctional / highly functionalized,"InChI=1S/C22H24N2O9.ClH/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29;/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31);1H/t12-,13-,14+,17+,21-,22+;/m1./s1",SVDOODSCHVSYEK-IFLJXUKPSA-N
1543,p-Aminobenzene sulfonic acid,-0.345,121-57-3,C1=CC(=CC=C1N)S(=O)(=O)O,,,10.1016/j.chemosphere.2014.05.068,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C6H7NO3S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H,8,9,10)",HVBSAKJJOYLTQU-UHFFFAOYSA-N
1544,p-Aminobenzoic acid,5.929418926,150-13-0,C1=CC(=CC=C1C(=O)O)N,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",ALYNCZNDIQEVRV-UHFFFAOYSA-N
1545,p-CBA,-1.823908741,619-66-9,C1=CC(=CC=C1C=O)C(=O)O,,,https://doi.org/10.1080/01919519908547239,halogenated,Halogenated organics,"InChI=1S/C8H6O3/c9-5-6-1-3-7(4-2-6)8(10)11/h1-5H,(H,10,11)",GOUHYARYYWKXHS-UHFFFAOYSA-N
1546,p-Chloronitrobenzene,0.204119983,100-00-5,C1=CC(=CC=C1[N+](=O)[O-])Cl,,,10.1016/j.jhazmat.2007.08.009,halogenated,Halogenated organics,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,CZGCEKJOLUNIFY-UHFFFAOYSA-N
1547,p-Dichlorobenzene,0.477121255,106-46-7,C1=CC(=CC=C1Cl)Cl,,,https://doi.org/10.1016/0043-1354(83)90098-2,halogenated,Halogenated organics,InChI=1S/C6H4Cl2/c7-5-1-2-6(8)4-3-5/h1-4H,OCJBOOLMMGQPQU-UHFFFAOYSA-N
1548,p-Dimethylaminobenzaldehyde,0.629,100-10-7,CN(C)C1=CC=C(C=C1)C=O,,,10.1016/j.chemosphere.2014.05.068,halogenated,Halogenated organics,"InChI=1S/C9H11NO/c1-10(2)9-5-3-8(7-11)4-6-9/h3-7H,1-2H3",BGNGWHSBYQYVRX-UHFFFAOYSA-N
1549,p-Hydroxyaniline,5.892094603,123-30-8,C1=CC(=CC=C1N)O,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",PLIKAWJENQZMHA-UHFFFAOYSA-N
1550,p-Methoxyaniline,6.041392685,104-94-9,COC1=CC=C(C=C1)N,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,"InChI=1S/C7H9NO/c1-9-7-4-2-6(8)3-5-7/h2-5H,8H2,1H3",BHAAPTBBJKJZER-UHFFFAOYSA-N
1551,p-Methylaniline,6.380211242,106-49-0,CC1=CC=C(C=C1)N,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",RZXMPPFPUUCRFN-UHFFFAOYSA-N
1552,p-Phenylenediamine,6.113943352,106-50-3,C1=CC(=CC=C1N)N,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2",CBCKQZAAMUWICA-UHFFFAOYSA-N
1553,p-Phthalic acid,-0.079,100-21-0,C1=CC(=CC=C1C(=O)O)C(=O)O,,,10.1016/j.chemosphere.2014.05.068,halogenated,Halogenated organics,"InChI=1S/C8H6O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,(H,9,10)(H,11,12)",KKEYFWRCBNTPAC-UHFFFAOYSA-N
1554,p-Xylene,2.146128036,106-42-3,CC1=CC=C(C=C1)C,2,,https://doi.org/10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N
1555,p-chlorobenzoic acid,0.653212514,74-11-3,C1=CC(=CC=C1C(=O)O)Cl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C7H5ClO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",XRHGYUZYPHTUJZ-UHFFFAOYSA-N
1556,p-coumaric,6.61,501-98-4,O=C(O)C=CC1=CC=C(O)C=C1,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,"InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)",NGSWKAQJJWESNS-UHFFFAOYSA-N
1557,p-hydroxybenzoic acid,6.187773481,99-96-7,C1=CC(=CC=C1C(=O)O)O,7,,10.1016/j.scitotenv.2020.136816,halogenated,Halogenated organics,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",FJKROLUGYXJWQN-UHFFFAOYSA-N
1558,p-xylene,2.146128036,106-42-3,CC1=CC=C(C=C1)C,,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N
1559,p-xylene,2.146128036,106-42-3,CC1=CC=C(C=C1)C,2,,10.1016/0043-1354(83)90098-2,alkane,Aliphatic hydrocarbons,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",URLKBWYHVLBVBO-UHFFFAOYSA-N
1560,para-phenylphenol,2.949390007,92-69-3,C1=CC=C(C=C1)C2=CC=C(C=C2)O,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C12H10O/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10/h1-9,13H",YXVFYQXJAXKLAK-UHFFFAOYSA-N
1561,pentabromo phenolate,6.230448921,608-71-9,OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics,InChI=1S/C6HBr5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,SVHOVVJFOWGYJO-UHFFFAOYSA-N
1562,pentachlorophenol,7.396199347,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,7,,10.1080/01919519808547284,halogenated,Halogenated organics,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N
1563,pentachlorophenol,4.877946952,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,2,,10.1080/01919519808547284,halogenated,Halogenated organics,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N
1564,pentachlorophenol,7.385606274,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,5.25,,10.1080/01919519808547284,halogenated,Halogenated organics,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N
1565,pentachlorophenol,7.44,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,7,,10.1080/01919519808547284,halogenated,Halogenated organics,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N
1566,pentachlorophenol,7.5774918,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,,,10.1080/01919519808547284,halogenated,Halogenated organics,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N
1567,pentachlorophenol,6.603144373,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,4,,10.1080/01919519808547284,halogenated,Halogenated organics,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N
1568,pentachlorophenolate,6.079181246,131-52-2,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[O-],,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H/p-1,IZUPBVBPLAPZRR-UHFFFAOYSA-M
1569,phenanthrene,3.880105621,85-01-8,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,YNPNZTXNASCQKK-UHFFFAOYSA-N
1570,phenanthrydine,0.50242712,229-87-8,C12=C(C=CC=C3)C3=NC=C1C=CC=C2,3,,10.1080/01919510208901618,cyclo,Aromatic & PAHs,InChI=1S/C13H9N/c1-2-6-11-10(5-1)9-14-13-8-4-3-7-12(11)13/h1-9H,RDOWQLZANAYVLL-UHFFFAOYSA-N
1571,phenazine,2.298853076,92-82-0,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,3,,10.1080/01919510208901618,cyclo,Aromatic & PAHs,InChI=1S/C12H8N2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H,PCNDJXKNXGMECE-UHFFFAOYSA-N
1572,phenol,3.113943352,108-95-2,C1=CC=C(C=C1)O,1.8,,10.1016/j.cej.2014.05.073,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
1573,phenol,3.537883338,108-95-2,C1=CC=C(C=C1)O,,,10.1016/j.cej.2014.05.073,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
1574,phenol,3.113943352,108-95-2,C1=CC=C(C=C1)O,10.14612804,,10.1016/j.cej.2014.05.073,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
1575,phenol,3.537883338,108-95-2,C1=CC=C(C=C1)O,7,,10.1016/j.cej.2014.05.073,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
1576,phenol,6.408239965,108-95-2,C1=CC=C(C=C1)O,,,https://doi.org/10.1080/10934529609376415,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
1577,phenolate,9.146128036,139-02-6,C1=CC=C(C=C1)[O-],,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H/p-1",ISWSIDIOOBJBQZ-UHFFFAOYSA-M
1578,piperazine,3.6,110-85-0,C1CNCCN1,7,,10.1016/j.scitotenv.2020.136816,halogenated,Halogenated organics,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",GLUUGHFHXGJENI-UHFFFAOYSA-N
1579,piperazine,4.613284995,110-85-0,C1CNCCN1,12,,10.1016/j.scitotenv.2020.136816,halogenated,Halogenated organics,"InChI=1S/C4H10N2/c1-2-6-4-3-5-1/h5-6H,1-4H2",GLUUGHFHXGJENI-UHFFFAOYSA-N
1580,piperidine,5.329579092,110-89-4,C1CCNCC1,12,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",NQRYJNQNLNOLGT-UHFFFAOYSA-N
1581,piperidine,1.56,73855-66-0,C1CCNCC1,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",NQRYJNQNLNOLGT-UHFFFAOYSA-N
1582,progesterone,2.681241237,57-83-0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",RJKFOVLPORLFTN-LEKSSAKUSA-N
1583,progesterone,2.778874472,57-83-0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,8.1,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",RJKFOVLPORLFTN-LEKSSAKUSA-N
1584,progesterone,2.75,57-83-0,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,7,,10.1016/j.scitotenv.2020.136816,alkane,Aliphatic hydrocarbons,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",RJKFOVLPORLFTN-LEKSSAKUSA-N
1585,proline,2.68,147-85-3,C1C[C@H](NC1)C(=O)O,7,,10.1016/j.scitotenv.2020.136816,halogenated,Halogenated organics,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N
1586,propachlor,0.093421685,1918-16-7,CC(C)N(C1=CC=CC=C1)C(=O)CCl,,,10.1021/ie030229y,alkane,Aliphatic hydrocarbons,"InChI=1S/C11H14ClNO/c1-9(2)13(11(14)8-12)10-6-4-3-5-7-10/h3-7,9H,8H2,1-2H3",MFOUDYKPLGXPGO-UHFFFAOYSA-N
1587,propene,5.903089987,115-07-1,CC=C,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3",QQONPFPTGQHPMA-UHFFFAOYSA-N
1588,propionic acid,-2.69897,19136-91-5,CCC(=O)O,5,,https://doi.org/10.1016/j.jece.2024.112473,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N
1589,propionic acid,-2.698970004,79-09-4,CCC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons,"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)",XBDQKXXYIPTUBI-UHFFFAOYSA-N
1590,propoxur,5.36,114-26-1,CC(C)OC1=CC=CC=C1OC(=O)NC,7,,10.1016/j.scitotenv.2020.136816,diol,Polyfunctional / highly functionalized,"InChI=1S/C11H15NO3/c1-8(2)14-9-6-4-5-7-10(9)15-11(13)12-3/h4-8H,1-3H3,(H,12,13)",ISRUGXGCCGIOQO-UHFFFAOYSA-N
1591,propylparaben,9.096910013,94-13-3,CCCOC(=O)C1=CC=C(C=C1)O,12,,10.1016/j.scitotenv.2020.136816,alcohol,Oxygenated organics,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",QELSKZZBTMNZEB-UHFFFAOYSA-N
1592,propylparaben,2.591064607,94-13-3,CCCOC(=O)C1=CC=C(C=C1)O,2,,10.1016/j.scitotenv.2020.136816,alcohol,Oxygenated organics,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",QELSKZZBTMNZEB-UHFFFAOYSA-N
1593,propylparaben,5.612783857,94-13-3,CCCOC(=O)C1=CC=C(C=C1)O,6,,10.1016/j.scitotenv.2020.136816,alcohol,Oxygenated organics,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",QELSKZZBTMNZEB-UHFFFAOYSA-N
1594,propylparaben,6.4,94-13-3,CCCOC(=O)C1=CC=C(C=C1)O,7,,10.1016/j.scitotenv.2020.136816,alcohol,Oxygenated organics,"InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3",QELSKZZBTMNZEB-UHFFFAOYSA-N
1595,pyrene,4.56,129-00-0,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,InChI=1S/C16H10/c1-3-11-7-9-13-5-2-6-14-10-8-12(4-1)15(11)16(13)14/h1-10H,BBEAQIROQSPTKN-UHFFFAOYSA-N
1596,pyrrole,6.146128036,109-97-7,C1=CNC=C1,4,,10.1039/C9EW01078E,cyclo,Aromatic & PAHs,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,KAESVJOAVNADME-UHFFFAOYSA-N
1597,pyrrole,5.934498451,109-97-7,C1=CNC=C1,7,,10.1039/C9EW01078E,cyclo,Aromatic & PAHs,InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H,KAESVJOAVNADME-UHFFFAOYSA-N
1598,pyrrolidine,1.37,123-75-1,C1CCNC1,7,,10.1016/j.scitotenv.2020.136816,cyclo,Aromatic & PAHs,"InChI=1S/C4H9N/c1-2-4-5-3-1/h5H,1-4H2",RWRDLPDLKQPQOW-UHFFFAOYSA-N
1599,reactive orange 16,5.397940009,12225-83-1,CC(=O)NC1=CC2=C(C(=C(C=C2C=C1)S(=O)(=O)O)N=NC3=CC=C(C=C3)S(=O)(=O)CCOS(=O)(=O)O)O.[Na],2,,10.1016/j.cej.2011.08.014,diol,Polyfunctional / highly functionalized,"InChI=1S/C20H19N3O11S3.Na/c1-12(24)21-15-3-2-13-10-18(36(28,29)30)19(20(25)17(13)11-15)23-22-14-4-6-16(7-5-14)35(26,27)9-8-34-37(31,32)33;/h2-7,10-11,25H,8-9H2,1H3,(H,21,24)(H,28,29,30)(H,31,32,33);",MYNWOBSXSQNNEN-UHFFFAOYSA-N
1600,reactive orange 16,5.507574989,12225-83-1,CC(=O)NC1=CC2=C(C(=C(C=C2C=C1)S(=O)(=O)O)N=NC3=CC=C(C=C3)S(=O)(=O)CCOS(=O)(=O)O)O.[Na],7,,10.1016/j.cej.2011.08.014,diol,Polyfunctional / highly functionalized,"InChI=1S/C20H19N3O11S3.Na/c1-12(24)21-15-3-2-13-10-18(36(28,29)30)19(20(25)17(13)11-15)23-22-14-4-6-16(7-5-14)35(26,27)9-8-34-37(31,32)33;/h2-7,10-11,25H,8-9H2,1H3,(H,21,24)(H,28,29,30)(H,31,32,33);",MYNWOBSXSQNNEN-UHFFFAOYSA-N
