No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
187,nonylphenol,365000000,8.562292864,84852-15-3,CCCCCCCCCC1=CC=CC=C1O,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-11-14-12-9-10-13-15(14)16/h9-10,12-13,16H,2-8,11H2,1H3",SNQQPOLDUKLAAF-UHFFFAOYSA-N
188,4-chloroaniline,523000000,8.718501689,108321-68-2,C1=CC(=CC=C1N)Cl,7,,https://doi.org/10.1021/acs.est.9b02462,halogenated,Halogenated organics,"InChI=1S/C6H6ClN/c7-5-1-3-6(8)4-2-5/h1-4H,8H2",QSNSCYSYFYORTR-UHFFFAOYSA-N
189,4-methylcatechol,1184000000,9.073351702,1219803-18-5,CC1=CC(=C(C=C1)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3",ZBCATMYQYDCTIZ-UHFFFAOYSA-N
190,4-nitroanisole,25000000,7.397940009,1805556-65-3,COC1=CC=C(C=C1)[N+](=O)[O-],7,,https://doi.org/10.1021/acs.est.9b02462,nitro,Nitrogen-containing organics,"InChI=1S/C7H7NO3/c1-11-7-4-2-6(3-5-7)8(9)10/h2-5H,1H3",BNUHAJGCKIQFGE-UHFFFAOYSA-N
191,6-aminopenicillanic,327000000,8.514547753,551-16-6,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C8H12N2O3S/c1-8(2)4(7(12)13)10-5(11)3(9)6(10)14-8/h3-4,6H,9H2,1-2H3,(H,12,13)",NGHVIOIJCVXTGV-UHFFFAOYSA-N
192,7-aminocephalosporanic,229000000,8.359835482,957-68-6,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,7,,https://doi.org/10.1021/acs.est.9b02462,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C10H12N2O5S/c1-4(13)17-2-5-3-18-9-6(11)8(14)12(9)7(5)10(15)16/h6,9H,2-3,11H2,1H3,(H,15,16)",HSHGZXNAXBPPDL-UHFFFAOYSA-N
193,acetylacetone,142000000,8.152288344,90170-79-9,CC(=O)CC(=O)C,7,,https://doi.org/10.1021/acs.est.9b02462,ketone,Oxygenated organics,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3",YRKCREAYFQTBPV-UHFFFAOYSA-N
194,aniline,679000000,8.831869774,179938-55-7,C1=CC=C(C=C1)N,7,,https://doi.org/10.1021/acs.est.9b02462,amine,Nitrogen-containing organics,"InChI=1S/C6H7N/c7-6-4-2-1-3-5-6/h1-5H,7H2",PAYRUJLWNCNPSJ-UHFFFAOYSA-N
195,anisole,162000000,8.209515015,342-33-6,COC1=CC=CC=C1,7,,https://doi.org/10.1021/acs.est.9b02462,ether,Oxygenated organics,"InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3",RDOXTESZEPMUJZ-UHFFFAOYSA-N
196,benzoic acid,2000000,6.301029996,183430-27-5,C1=CC=C(C=C1)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,carboxylic acid,Oxygenated organics,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
197,gallic acid,753000000,8.876794976,149-91-7,C1=C(C=C(C(=C1O)O)O)C(=O)O,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)",LNTHITQWFMADLM-UHFFFAOYSA-N
198,imidazole,182000000,8.260071388,717908-74-2,C1=CN=CN1,7,,https://doi.org/10.1021/acs.est.9b02462,imidazole,Heterocycles,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",RAXXELZNTBOGNW-UHFFFAOYSA-N
199,phenol,220000000,8.342422681,53379-77-4,C1=CC=C(C=C1)O,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N
200,protocatechuic acid,590000000,8.770852012,868827-97-8,C1=CC(=C(C=C1C(=O)O)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,carboxylic acid,Oxygenated organics,"InChI=1S/C7H6O4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H,(H,10,11)",YQUVCSBJEUQKSH-UHFFFAOYSA-N
201,p-toluidine,947000000,8.976349979,40825-60-3,CC1=CC=C(C=C1)N,7,,https://doi.org/10.1021/acs.est.9b02462,amine,Nitrogen-containing organics,"InChI=1S/C7H9N/c1-6-2-4-7(8)5-3-6/h2-5H,8H2,1H3",RZXMPPFPUUCRFN-UHFFFAOYSA-N
202,pyrimidine,1000000,6,767-79-3,C1=CN=CN=C1,7,,https://doi.org/10.1021/acs.est.9b02462,heterocycle,Heterocycles,InChI=1S/C4H4N2/c1-2-5-4-6-3-1/h1-4H,CZPWVGJYEJSRLH-UHFFFAOYSA-N
203,pyrocatechol,566000000,8.752816431,3117-41-7,C1=CC=C(C(=C1)O)O,7,,https://doi.org/10.1021/acs.est.9b02462,phenol,Oxygenated organics,"InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N
204,"TMBd (1,3,5-trimethoxybenzene)",2606000000,9.415974411,621-23-8,COc1cc(OC)cc(OC)c1,7,,https://doi.org/10.1021/acs.est.9b02462,ether,Oxygenated organics,"InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3",LKUDPHPHKOZXCD-UHFFFAOYSA-N
205,"2,4-dimethoxypyrimidine",30000000,7.477121255,339275-88-6,COC1=NC(=NC=C1)OC,7,,https://doi.org/10.1021/acs.est.9b02462,ether,Oxygenated organics,"InChI=1S/C6H8N2O2/c1-9-5-3-4-7-6(8-5)10-2/h3-4H,1-2H3",KEVRHVMWBKFGLO-UHFFFAOYSA-N
206,"4,6-dimethyl pyrimidine",5000000,6.698970004,14164-34-2,Cc1cc(C)nc(-c2ccccc2)n1,7,,https://doi.org/10.1021/acs.est.9b02462,heterocycle,Heterocycles,"InChI=1S/C12H12N2/c1-9-8-10(2)14-12(13-9)11-6-4-3-5-7-11/h3-8H,1-2H3",TVNUWBFICZWTRU-UHFFFAOYSA-N
207,thiazole,39000000,7.591064607,1343085-95-9,C1=CSC=N1,7,,https://doi.org/10.1021/acs.est.9b02462,heterocycle,Heterocycles,InChI=1S/C3H3NS/c1-2-5-3-4-1/h1-3H,FZWLAAWBMGSTSO-UHFFFAOYSA-N
208,benzoic acid,2000000,6.301029996,183430-27-5,C1=CC=C(C=C1)C(=O)O,,,https://doi.org/10.1021/es4036094,carboxylic acid,Oxygenated organics,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",WPYMKLBDIGXBTP-UHFFFAOYSA-N
